Date,Close
16/7/07,4512.15
17/7/07,4496.75
18/7/07,4499.55
19/7/07,4562.1
20/7/07,4566.05
23/7/07,4619.35
24/7/07,4620.75
25/7/07,4588.7
26/7/07,4619.8
27/7/07,4445.2
30/7/07,4440.05
31/7/07,4528.85
1/8/07,4345.85
2/8/07,4356.35
3/8/07,4401.55
6/8/07,4339.5
7/8/07,4356.35
8/8/07,4462.1
9/8/07,4403.2
10/8/07,4333.35
13/8/07,4373.65
14/8/07,4370.2
16/8/07,4178.6
17/8/07,4108.05
20/8/07,4209.05
21/8/07,4074.9
22/8/07,4153.15
23/8/07,4114.95
24/8/07,4190.15
27/8/07,4302.6
28/8/07,4320.7
29/8/07,4359.3
30/8/07,4412.3
31/8/07,4464
3/9/07,4474.75
4/9/07,4479.25
6/9/07,4518.6
7/9/07,4509.5
10/9/07,4507.85
11/9/07,4497.05
12/9/07,4496.85
13/9/07,4528.95
14/9/07,4518
17/9/07,4494.65
18/9/07,4546.2
19/9/07,4732.35
20/9/07,4747.55
21/9/07,4837.55
24/9/07,4932.2
25/9/07,4938.85
26/9/07,4940.5
27/9/07,5000.55
28/9/07,5021.35
1/10/07,5068.95
3/10/07,5210.8
4/10/07,5208.65
5/10/07,5185.85
8/10/07,5085.1
9/10/07,5327.25
10/10/07,5441.45
11/10/07,5524.85
12/10/07,5428.25
15/10/07,5670.4
16/10/07,5668.05
17/10/07,5559.3
18/10/07,5351
19/10/07,5215.3
22/10/07,5184
23/10/07,5473.7
24/10/07,5496.15
25/10/07,5568.95
26/10/07,5702.3
29/10/07,5905.9
30/10/07,5868.75
31/10/07,5900.65
1/11/07,5866.45
2/11/07,5932.4
5/11/07,5847.3
6/11/07,5786.5
7/11/07,5782.35
8/11/07,5698.75
9/11/07,5663.25
12/11/07,5617.1
13/11/07,5695.4
14/11/07,5937.9
15/11/07,5912.1
16/11/07,5906.85
19/11/07,5907.65
20/11/07,5780.9
21/11/07,5561.05
22/11/07,5519.35
23/11/07,5608.6
26/11/07,5731.7
27/11/07,5698.15
28/11/07,5617.55
29/11/07,5634.6
30/11/07,5762.75
3/12/07,5865
4/12/07,5858.35
5/12/07,5940
6/12/07,5954.7
7/12/07,5974.3
10/12/07,5960.6
11/12/07,6097.25
12/12/07,6159.3
13/12/07,6058.1
14/12/07,6047.7
17/12/07,5777
19/12/07,5751.15
20/12/07,5766.5
24/12/07,5985.1
26/12/07,6070.75
27/12/07,6081.5
28/12/07,6079.7
31/12/07,6138.6
1/1/08,6144.35
2/1/08,6179.4
3/1/08,6178.55
4/1/08,6274.3
7/1/08,6279.1
8/1/08,6287.85
9/1/08,6272
10/1/08,6156.95
11/1/08,6200.1
14/1/08,6206.8
15/1/08,6074.25
16/1/08,5935.75
17/1/08,5913.2
18/1/08,5705.3
21/1/08,5208.8
22/1/08,4899.3
23/1/08,5203.4
24/1/08,5033.45
25/1/08,5383.35
28/1/08,5274.1
29/1/08,5280.8
30/1/08,5167.6
31/1/08,5137.45
1/2/08,5317.25
4/2/08,5463.5
5/2/08,5483.9
6/2/08,5322.55
7/2/08,5133.25
8/2/08,5120.35
11/2/08,4857
12/2/08,4838.25
13/2/08,4929.45
14/2/08,5202
15/2/08,5302.9
18/2/08,5276.9
19/2/08,5280.8
20/2/08,5154.45
21/2/08,5191.8
22/2/08,5110.75
25/2/08,5200.7
26/2/08,5270.05
27/2/08,5268.4
28/2/08,5285.1
29/2/08,5223.5
3/3/08,4953
4/3/08,4864.25
5/3/08,4921.4
7/3/08,4771.6
10/3/08,4800.4
11/3/08,4865.9
12/3/08,4872
13/3/08,4623.6
14/3/08,4745.8
17/3/08,4503.1
18/3/08,4533
19/3/08,4573.95
24/3/08,4609.85
25/3/08,4877.5
26/3/08,4828.85
27/3/08,4830.25
31/3/08,4734.5
1/4/08,4739.55
2/4/08,4754.2
3/4/08,4771.6
4/4/08,4647
7/4/08,4761.2
8/4/08,4709.65
9/4/08,4747.05
10/4/08,4733
11/4/08,4777.8
14/4/08,4777.8
15/4/08,4879.65
16/4/08,4887.3
21/4/08,5037
22/4/08,5049.3
23/4/08,5022.8
24/4/08,4999.85
25/4/08,5111.7
28/4/08,5089.65
29/4/08,5195.5
30/4/08,5165.9
2/5/08,5228.2
5/5/08,5192.25
6/5/08,5144.65
7/5/08,5135.5
8/5/08,5081.7
9/5/08,4982.6
12/5/08,5012.65
13/5/08,4957.8
14/5/08,5011.75
15/5/08,5115.25
19/5/08,5157.7
20/5/08,5104.95
21/5/08,5117.65
22/5/08,5025.45
23/5/08,4946.55
26/5/08,4875.05
27/5/08,4859.8
28/5/08,4918.35
29/5/08,4835.3
2/6/08,4739.6
3/6/08,4715.9
4/6/08,4585.6
5/6/08,4676.95
6/6/08,4627.8
9/6/08,4500.95
10/6/08,4449.8
11/6/08,4523.6
12/6/08,4539.35
16/6/08,4572.5
17/6/08,4653
18/6/08,4582.4
19/6/08,4504.25
23/6/08,4266.4
24/6/08,4191.1
25/6/08,4252.65
26/6/08,4315.85
30/6/08,4040.55
1/7/08,3896.75
2/7/08,4093.35
3/7/08,3925.75
8/7/08,3988.55
10/7/08,4162.2
14/7/08,4039.7
15/7/08,3861.1
16/7/08,3816.7
17/7/08,3947.2
21/7/08,4159.5
22/7/08,4240.1
23/7/08,4476.8
24/7/08,4433.55
28/7/08,4332.1
29/7/08,4189.85
30/7/08,4313.55
31/7/08,4332.95
1/8/08,4413.55
4/8/08,4395.35
5/8/08,4502.85
6/8/08,4517.55
7/8/08,4523.85
11/8/08,4620.4
12/8/08,4552.25
13/8/08,4529.05
18/8/08,4393.05
19/8/08,4368.25
20/8/08,4415.75
21/8/08,4283.85
25/8/08,4335.35
26/8/08,4337.5
27/8/08,4292.1
28/8/08,4214
29/8/08,4360
1/9/08,4348.65
3/9/08,4504
4/9/08,4447.75
5/9/08,4352.3
8/9/08,4482.3
9/9/08,4468.7
10/9/08,4400.25
11/9/08,4290.3
15/9/08,4072.9
16/9/08,4074.9
17/9/08,4008.25
18/9/08,4038.15
22/9/08,4223.05
23/9/08,4126.9
24/9/08,4161.25
25/9/08,4110.55
29/9/08,3850.05
30/9/08,3921.2
2/10/08,3950.75
3/10/08,3818.3
6/10/08,3602.35
7/10/08,3606.6
8/10/08,3513.65
10/10/08,3279.95
13/10/08,3490.7
14/10/08,3518.65
15/10/08,3338.4
16/10/08,3269.3
17/10/08,3074.35
20/10/08,3122.8
21/10/08,3234.9
22/10/08,3065.15
23/10/08,2943.15
28/10/08,2684.6
30/10/08,2697.05
31/10/08,2885.6
3/11/08,3043.85
4/11/08,3142.1
5/11/08,2994.95
6/11/08,2892.65
7/11/08,2973
10/11/08,3148.25
11/11/08,2938.65
13/11/08,2848.45
17/11/08,2799.55
18/11/08,2683.15
19/11/08,2635
20/11/08,2553.15
24/11/08,2708.25
25/11/08,2654
27/11/08,2752.25
1/12/08,2682.9
2/12/08,2657.8
3/12/08,2656.45
4/12/08,2788
5/12/08,2714.4
8/12/08,2784
9/12/08,2784
10/12/08,2928.25
11/12/08,2920.15
12/12/08,2921.35
15/12/08,2981.2
16/12/08,3041.75
17/12/08,2954.35
18/12/08,3060.75
19/12/08,3077.5
22/12/08,3039.3
23/12/08,2968.65
24/12/08,2916.85
26/12/08,2857.25
29/12/08,2922.2
30/12/08,2979.5
31/12/08,2959.15
1/1/09,3033.45
2/1/09,3046.75
5/1/09,3121.45
6/1/09,3112.8
7/1/09,2920.4
9/1/09,2873
12/1/09,2773.1
13/1/09,2744.95
14/1/09,2835.3
15/1/09,2736.7
16/1/09,2828.45
19/1/09,2846.2
20/1/09,2796.6
21/1/09,2706.15
22/1/09,2713.8
23/1/09,2678.55
27/1/09,2771.35
28/1/09,2849.5
29/1/09,2823.95
30/1/09,2874.8
2/2/09,2766.65
3/2/09,2783.9
4/2/09,2803.05
5/2/09,2780.05
6/2/09,2843.1
9/2/09,2919.9
10/2/09,2934.5
11/2/09,2925.7
12/2/09,2893.05
13/2/09,2948.35
16/2/09,2848.5
17/2/09,2770.5
18/2/09,2776.15
19/2/09,2789.35
20/2/09,2736.45
24/2/09,2733.9
25/2/09,2762.5
26/2/09,2785.65
27/2/09,2763.65
2/3/09,2674.6
3/3/09,2622.4
4/3/09,2645.2
5/3/09,2576.7
6/3/09,2620.15
9/3/09,2573.15
12/3/09,2617.45
13/3/09,2719.25
16/3/09,2777.25
17/3/09,2757.45
18/3/09,2794.7
19/3/09,2807.15
20/3/09,2807.05
23/3/09,2939.9
24/3/09,2938.7
25/3/09,2984.35
26/3/09,3082.25
27/3/09,3108.65
30/3/09,2978.15
31/3/09,3020.95
1/4/09,3060.35
2/4/09,3211.05
6/4/09,3256.6
8/4/09,3342.95
9/4/09,3342.05
13/4/09,3382.6
15/4/09,3484.15
16/4/09,3369.5
17/4/09,3384.4
20/4/09,3377.1
21/4/09,3365.3
22/4/09,3330.3
23/4/09,3423.7
24/4/09,3480.75
27/4/09,3470
28/4/09,3362.35
29/4/09,3473.95
4/5/09,3654
5/5/09,3661.9
6/5/09,3625.05
7/5/09,3683.9
8/5/09,3620.7
11/5/09,3554.6
12/5/09,3681.1
13/5/09,3635.25
14/5/09,3593.45
15/5/09,3671.65
18/5/09,4323.15
19/5/09,4318.45
20/5/09,4270.3
21/5/09,4210.9
22/5/09,4238.5
25/5/09,4237.55
26/5/09,4116.7
27/5/09,4276.05
28/5/09,4337.1
29/5/09,4448.95
1/6/09,4529.9
2/6/09,4525.25
3/6/09,4530.7
4/6/09,4572.65
5/6/09,4586.9
8/6/09,4429.9
9/6/09,4550.95
10/6/09,4655.25
11/6/09,4637.7
12/6/09,4583.4
15/6/09,4484
16/6/09,4517.8
17/6/09,4356.15
18/6/09,4251.4
19/6/09,4313.6
22/6/09,4235.25
23/6/09,4247
24/6/09,4292.95
25/6/09,4241.85
26/6/09,4375.5
29/6/09,4390.95
30/6/09,4291.1
1/7/09,4340.9
2/7/09,4348.85
3/7/09,4424.25
6/7/09,4165.7
7/7/09,4202.15
8/7/09,4078.9
9/7/09,4080.95
10/7/09,4003.9
13/7/09,3974.05
14/7/09,4111.4
15/7/09,4233.5
16/7/09,4231.4
17/7/09,4374.95
20/7/09,4502.25
21/7/09,4469.1
22/7/09,4398.9
23/7/09,4523.75
24/7/09,4568.55
27/7/09,4572.3
28/7/09,4564.1
29/7/09,4513.5
30/7/09,4571.45
31/7/09,4636.45
3/8/09,4711.4
4/8/09,4680.5
5/8/09,4694.15
6/8/09,4585.5
7/8/09,4481.4
10/8/09,4437.65
11/8/09,4471.35
12/8/09,4457.5
13/8/09,4605
14/8/09,4580.05
17/8/09,4387.9
18/8/09,4458.9
19/8/09,4394.1
20/8/09,4453.45
21/8/09,4528.8
24/8/09,4642.8
25/8/09,4659.35
26/8/09,4680.85
27/8/09,4688.2
28/8/09,4732.35
31/8/09,4662.1
1/9/09,4625.35
2/9/09,4608.35
3/9/09,4593.55
4/9/09,4680.4
7/9/09,4782.9
8/9/09,4805.25
9/9/09,4814.25
10/9/09,4819.4
11/9/09,4829.55
14/9/09,4808.6
15/9/09,4892.1
16/9/09,4958.4
17/9/09,4965.55
18/9/09,4976.05
22/9/09,5020.2
23/9/09,4969.95
24/9/09,4986.55
25/9/09,4958.95
29/9/09,5006.85
30/9/09,5083.95
1/10/09,5083.4
5/10/09,5003.2
6/10/09,5027.4
7/10/09,4985.75
8/10/09,5002.25
9/10/09,4945.2
12/10/09,5054.25
14/10/09,5118.2
15/10/09,5108.85
16/10/09,5142.15
20/10/09,5114.45
21/10/09,5063.6
22/10/09,4988.6
23/10/09,4997.05
26/10/09,4970.9
27/10/09,4846.7
28/10/09,4826.15
29/10/09,4750.55
30/10/09,4711.7
3/11/09,4563.9
4/11/09,4710.8
5/11/09,4765.55
6/11/09,4796.15
9/11/09,4898.4
10/11/09,4881.7
11/11/09,5003.95
12/11/09,4952.65
13/11/09,4998.95
16/11/09,5058.05
17/11/09,5062.25
18/11/09,5054.7
19/11/09,4989
20/11/09,5052.45
23/11/09,5103.55
24/11/09,5090.55
25/11/09,5108.15
26/11/09,5005.55
27/11/09,4941.75
30/11/09,5032.7
1/12/09,5122
2/12/09,5123.25
3/12/09,5131.7
4/12/09,5108.9
7/12/09,5066.7
8/12/09,5147.95
9/12/09,5112
10/12/09,5134.65
11/12/09,5117.3
14/12/09,5105.7
15/12/09,5033.05
16/12/09,5042.05
17/12/09,5041.75
18/12/09,4987.7
21/12/09,4952.6
22/12/09,4985.85
23/12/09,5144.6
24/12/09,5178.4
29/12/09,5187.95
30/12/09,5169.45
31/12/09,5201.05
4/1/10,5232.2
5/1/10,5277.9
6/1/10,5281.8
7/1/10,5263.1
8/1/10,5244.75
11/1/10,5249.4
12/1/10,5210.4
13/1/10,5233.95
14/1/10,5259.9
15/1/10,5252.2
18/1/10,5274.85
19/1/10,5225.65
20/1/10,5221.7
21/1/10,5094.15
22/1/10,5036
25/1/10,5007.9
27/1/10,4853.1
28/1/10,4867.25
29/1/10,4882.05
1/2/10,4899.7
2/2/10,4830.1
3/2/10,4931.85
4/2/10,4845.35
5/2/10,4718.65
8/2/10,4760.4
9/2/10,4792.65
10/2/10,4757.2
11/2/10,4826.85
15/2/10,4801.95
16/2/10,4855.75
17/2/10,4914
18/2/10,4887.75
19/2/10,4844.9
22/2/10,4856.4
23/2/10,4870.05
24/2/10,4858.6
25/2/10,4859.75
26/2/10,4922.3
2/3/10,5017
3/3/10,5088.1
4/3/10,5080.25
5/3/10,5088.7
8/3/10,5124
9/3/10,5101.5
10/3/10,5116.25
11/3/10,5133.4
12/3/10,5137
15/3/10,5128.9
16/3/10,5198.1
17/3/10,5231.9
18/3/10,5245.9
19/3/10,5262.8
22/3/10,5205.2
23/3/10,5225.3
25/3/10,5260.4
26/3/10,5282
29/3/10,5302.85
30/3/10,5262.45
31/3/10,5249.1
1/4/10,5290.5
5/4/10,5368.4
6/4/10,5366
7/4/10,5374.65
8/4/10,5304.45
9/4/10,5361.75
12/4/10,5339.7
13/4/10,5322.95
15/4/10,5273.6
16/4/10,5262.6
19/4/10,5203.65
20/4/10,5230.1
21/4/10,5244.9
22/4/10,5269.35
23/4/10,5304.1
26/4/10,5322.45
27/4/10,5308.35
28/4/10,5215.45
29/4/10,5254.15
30/4/10,5278
3/5/10,5222.75
4/5/10,5148.5
5/5/10,5124.9
6/5/10,5090.85
7/5/10,5018.05
10/5/10,5193.6
11/5/10,5136.15
12/5/10,5156.65
13/5/10,5178.9
14/5/10,5093.5
17/5/10,5059.9
18/5/10,5066.2
19/5/10,4919.65
20/5/10,4947.6
21/5/10,4931.15
24/5/10,4943.95
25/5/10,4806.75
26/5/10,4917.4
27/5/10,5003.1
28/5/10,5066.55
31/5/10,5086.3
1/6/10,4970.2
2/6/10,5019.85
3/6/10,5110.5
4/6/10,5135.5
7/6/10,5034
8/6/10,4987.1
9/6/10,5000.3
10/6/10,5078.6
11/6/10,5119.35
14/6/10,5197.7
15/6/10,5222.35
16/6/10,5233.35
17/6/10,5274.85
18/6/10,5262.6
21/6/10,5353.3
22/6/10,5316.55
23/6/10,5323.15
24/6/10,5320.6
25/6/10,5269.05
28/6/10,5333.5
29/6/10,5256.15
30/6/10,5312.5
1/7/10,5251.4
2/7/10,5237.1
5/7/10,5235.9
6/7/10,5289.05
7/7/10,5241.1
8/7/10,5296.85
9/7/10,5352.45
12/7/10,5383
13/7/10,5400.65
14/7/10,5386.15
15/7/10,5378.75
16/7/10,5393.9
19/7/10,5386.45
20/7/10,5368
21/7/10,5399.35
22/7/10,5441.95
23/7/10,5449.1
26/7/10,5418.6
27/7/10,5430.6
28/7/10,5397.55
29/7/10,5408.9
30/7/10,5367.6
2/8/10,5431.65
3/8/10,5439.55
4/8/10,5467.85
5/8/10,5447.1
6/8/10,5439.25
9/8/10,5486.15
10/8/10,5460.7
11/8/10,5420.6
12/8/10,5416.45
13/8/10,5452.1
16/8/10,5418.3
17/8/10,5414.15
18/8/10,5479.15
19/8/10,5540.2
20/8/10,5530.65
23/8/10,5543.5
24/8/10,5505.1
25/8/10,5462.35
26/8/10,5477.9
27/8/10,5408.7
30/8/10,5415.45
31/8/10,5402.4
1/9/10,5471.85
2/9/10,5486.15
3/9/10,5479.4
6/9/10,5576.95
7/9/10,5604
8/9/10,5607.85
9/9/10,5640.05
13/9/10,5760
14/9/10,5795.55
15/9/10,5860.95
16/9/10,5828.7
17/9/10,5884.95
20/9/10,5980.45
21/9/10,6009.05
22/9/10,5991
23/9/10,5959.55
24/9/10,6018.3
27/9/10,6035.65
28/9/10,6029.5
29/9/10,5991.3
30/9/10,6029.95
1/10/10,6143.4
4/10/10,6159.45
5/10/10,6145.8
6/10/10,6186.45
7/10/10,6120.3
8/10/10,6103.45
11/10/10,6135.85
12/10/10,6090.9
13/10/10,6233.9
14/10/10,6177.35
15/10/10,6062.65
18/10/10,6075.95
19/10/10,6027.3
20/10/10,5982.1
21/10/10,6101.5
22/10/10,6066.05
25/10/10,6105.8
26/10/10,6082
27/10/10,6012.65
28/10/10,5987.7
29/10/10,6017.7
1/11/10,6117.55
2/11/10,6119
3/11/10,6160.5
4/11/10,6281.8
5/11/10,6307.25
8/11/10,6273.2
9/11/10,6301.55
10/11/10,6275.7
11/11/10,6194.25
12/11/10,6071.65
15/11/10,6121.6
16/11/10,5988.7
18/11/10,5998.8
19/11/10,5890.3
22/11/10,6010
23/11/10,5934.75
24/11/10,5865.75
25/11/10,5799.75
26/11/10,5751.95
29/11/10,5830
30/11/10,5862.7
1/12/10,5960.9
2/12/10,6011.7
3/12/10,5992.8
6/12/10,5992.25
7/12/10,5976.55
8/12/10,5903.7
9/12/10,5766.5
10/12/10,5857.35
13/12/10,5907.65
14/12/10,5944.1
15/12/10,5892.3
16/12/10,5948.75
20/12/10,5947.05
21/12/10,6000.65
22/12/10,5984.4
23/12/10,5980
24/12/10,6011.6
27/12/10,5998.1
28/12/10,5996
29/12/10,6060.35
30/12/10,6101.85
31/12/10,6134.5
3/1/11,6157.6
4/1/11,6146.35
5/1/11,6079.8
6/1/11,6048.25
7/1/11,5904.6
10/1/11,5762.85
11/1/11,5754.1
12/1/11,5863.25
13/1/11,5751.9
14/1/11,5654.55
17/1/11,5654.75
18/1/11,5724.05
19/1/11,5691.05
20/1/11,5711.6
21/1/11,5696.5
24/1/11,5743.25
25/1/11,5687.4
27/1/11,5604.3
28/1/11,5512.15
31/1/11,5505.9
1/2/11,5417.2
2/2/11,5432
3/2/11,5526.75
4/2/11,5395.75
7/2/11,5396
8/2/11,5312.55
9/2/11,5253.55
10/2/11,5225.8
11/2/11,5310
14/2/11,5456
15/2/11,5481
16/2/11,5481.7
17/2/11,5546.45
18/2/11,5458.95
21/2/11,5518.6
22/2/11,5469.2
23/2/11,5437.35
24/2/11,5262.7
25/2/11,5303.55
28/2/11,5333.25
1/3/11,5522.3
3/3/11,5536.2
4/3/11,5538.75
7/3/11,5463.15
8/3/11,5520.8
9/3/11,5531
10/3/11,5494.4
11/3/11,5445.45
14/3/11,5531.5
15/3/11,5449.65
16/3/11,5511.15
17/3/11,5446.65
18/3/11,5373.7
21/3/11,5364.75
22/3/11,5413.85
23/3/11,5480.25
24/3/11,5522.4
25/3/11,5654.25
28/3/11,5687.25
29/3/11,5736.35
30/3/11,5787.65
31/3/11,5833.75
1/4/11,5826.05
4/4/11,5908.45
5/4/11,5910.05
6/4/11,5891.75
7/4/11,5885.7
8/4/11,5842
11/4/11,5785.7
13/4/11,5911.5
15/4/11,5824.55
18/4/11,5729.1
19/4/11,5740.75
20/4/11,5851.65
21/4/11,5884.7
25/4/11,5874.5
26/4/11,5868.4
27/4/11,5833.9
28/4/11,5785.45
29/4/11,5749.5
2/5/11,5701.3
3/5/11,5565.25
4/5/11,5537.15
5/5/11,5459.85
6/5/11,5544.9
9/5/11,5551.1
10/5/11,5541.25
11/5/11,5565.05
12/5/11,5486.15
13/5/11,5544.75
16/5/11,5499
17/5/11,5438.95
18/5/11,5420.6
19/5/11,5428.1
20/5/11,5486.35
23/5/11,5386.55
24/5/11,5394.85
25/5/11,5348.95
26/5/11,5412.35
27/5/11,5476.1
30/5/11,5473.1
31/5/11,5560.15
1/6/11,5592
2/6/11,5550.35
3/6/11,5516.75
6/6/11,5532.05
7/6/11,5556.15
8/6/11,5526.85
9/6/11,5521.05
10/6/11,5485.8
13/6/11,5482.8
14/6/11,5500.5
15/6/11,5447.5
16/6/11,5396.75
17/6/11,5366.4
20/6/11,5257.9
21/6/11,5275.85
22/6/11,5278.3
23/6/11,5320
24/6/11,5471.25
27/6/11,5526.6
28/6/11,5545.3
29/6/11,5600.45
30/6/11,5647.4
1/7/11,5627.2
4/7/11,5650.5
5/7/11,5632.1
6/7/11,5625.45
7/7/11,5728.95
8/7/11,5660.65
11/7/11,5616.1
12/7/11,5526.15
13/7/11,5585.45
14/7/11,5599.8
15/7/11,5581.1
18/7/11,5567.05
19/7/11,5613.55
20/7/11,5567.05
21/7/11,5541.6
22/7/11,5633.95
25/7/11,5680.3
26/7/11,5574.85
27/7/11,5546.8
28/7/11,5487.75
29/7/11,5482
1/8/11,5516.8
2/8/11,5456.55
3/8/11,5404.8
4/8/11,5331.8
5/8/11,5211.25
8/8/11,5118.5
9/8/11,5072.85
10/8/11,5161
11/8/11,5138.3
12/8/11,5072.95
16/8/11,5035.8
17/8/11,5056.6
19/8/11,4845.65
22/8/11,4898.8
23/8/11,4948.9
24/8/11,4888.9
25/8/11,4839.6
26/8/11,4747.8
29/8/11,4919.6
30/8/11,5001
2/9/11,5040
5/9/11,5017.2
6/9/11,5064.3
7/9/11,5124.65
8/9/11,5153.25
9/9/11,5059.45
12/9/11,4946.8
13/9/11,4940.95
14/9/11,5012.55
15/9/11,5075.7
16/9/11,5084.25
19/9/11,5031.95
20/9/11,5140.2
21/9/11,5133.25
22/9/11,4923.65
23/9/11,4867.75
26/9/11,4835.4
27/9/11,4971.25
28/9/11,4945.9
29/9/11,5015.45
30/9/11,4943.25
3/10/11,4849.5
4/10/11,4772.15
5/10/11,4751.3
7/10/11,4888.05
10/10/11,4979.6
11/10/11,4974.35
12/10/11,5099.4
13/10/11,5077.85
14/10/11,5132.3
17/10/11,5118.25
18/10/11,5037.5
19/10/11,5139.15
20/10/11,5091.9
21/10/11,5049.95
24/10/11,5098.35
25/10/11,5191.6
26/10/11,5201.8
28/10/11,5360.7
31/10/11,5326.6
1/11/11,5257.95
2/11/11,5258.45
3/11/11,5265.75
4/11/11,5284.2
8/11/11,5289.35
9/11/11,5221.05
11/11/11,5168.85
14/11/11,5148.35
15/11/11,5068.5
16/11/11,5030.45
17/11/11,4934.75
18/11/11,4905.8
21/11/11,4778.35
22/11/11,4812.35
23/11/11,4706.45
24/11/11,4756.45
25/11/11,4710.05
28/11/11,4851.3
29/11/11,4805.1
30/11/11,4832.05
1/12/11,4936.85
2/12/11,5050.15
5/12/11,5039.15
7/12/11,5062.6
8/12/11,4943.65
9/12/11,4866.7
12/12/11,4764.6
13/12/11,4800.6
14/12/11,4763.25
15/12/11,4746.35
16/12/11,4651.6
19/12/11,4613.1
20/12/11,4544.2
21/12/11,4693.15
22/12/11,4733.85
23/12/11,4714
26/12/11,4779
27/12/11,4750.5
28/12/11,4705.8
29/12/11,4646.25
30/12/11,4624.3
2/1/12,4636.75
3/1/12,4765.3
4/1/12,4749.65
5/1/12,4749.95
6/1/12,4754.1
9/1/12,4742.8
10/1/12,4849.55
11/1/12,4860.95
12/1/12,4831.25
13/1/12,4866
16/1/12,4873.9
17/1/12,4967.3
18/1/12,4955.8
19/1/12,5018.4
20/1/12,5048.6
23/1/12,5046.25
24/1/12,5127.35
25/1/12,5158.3
27/1/12,5204.7
30/1/12,5087.3
31/1/12,5199.25
1/2/12,5235.7
2/2/12,5269.9
3/2/12,5325.85
6/2/12,5361.65
7/2/12,5335.15
8/2/12,5368.15
9/2/12,5412.35
10/2/12,5381.6
13/2/12,5390.2
14/2/12,5416.05
15/2/12,5531.95
16/2/12,5521.95
17/2/12,5564.3
21/2/12,5607.15
22/2/12,5505.35
23/2/12,5483.3
24/2/12,5429.3
27/2/12,5281.2
28/2/12,5375.5
29/2/12,5385.2
1/3/12,5339.75
2/3/12,5359.35
5/3/12,5280.35
6/3/12,5222.4
7/3/12,5220.45
9/3/12,5333.55
12/3/12,5359.55
13/3/12,5429.5
14/3/12,5463.9
15/3/12,5380.5
16/3/12,5317.9
19/3/12,5257.05
20/3/12,5274.85
21/3/12,5364.95
22/3/12,5228.45
23/3/12,5278.2
26/3/12,5184.25
27/3/12,5243.15
28/3/12,5194.75
29/3/12,5178.85
30/3/12,5295.55
2/4/12,5317.9
3/4/12,5358.5
4/4/12,5322.9
9/4/12,5234.4
10/4/12,5243.6
11/4/12,5226.85
12/4/12,5276.85
13/4/12,5207.45
16/4/12,5226.2
17/4/12,5289.7
18/4/12,5300
19/4/12,5332.4
20/4/12,5290.85
